Source,Destination,Distance
32,34,241
32,35,164
32,36,670
32,37,280
32,38,486
32,39,699
32,40,965
32,41,331
32,42,310
32,43,341
32,44,539
32,45,773
32,46,456
32,47,391
32,48,731
32,49,107
32,50,336
32,51,601
32,52,444
32,53,405
32,54,326
32,55,745
32,56,765
32,57,399
32,58,147
32,59,188
32,60,888
32,61,154
32,62,660
32,63,843
32,64,79
32,65,459
32,66,365
32,67,347
32,68,214
32,69,209
32,70,355
32,71,376
32,72,415
32,73,339
32,74,177
32,75,424
32,76,181
32,77,369
32,78,234
32,79,219
32,80,250
32,81,845
32,82,208
32,83,351
32,84,542
32,85,564
32,86,591
32,87,656
32,88,634
32,89,318
32,90,468
32,91,675
32,92,452
32,93,418
32,94,264
32,95,650
32,96,392
32,97,778
32,98,865
32,99,485
32,100,571
32,101,545
32,102,84
32,103,214
32,104,407
32,105,474
32,106,666
32,107,807
32,108,449
32,109,556
32,110,756
32,111,430
32,112,398
32,113,327
32,114,480
32,115,629
32,116,539
32,117,604
32,118,896
32,119,133
32,120,310
32,121,489
32,122,548
32,123,738
32,124,258
32,125,863
32,126,492
32,127,424
32,128,217
32,129,424
32,130,853
32,131,838
32,132,602
32,133,229
32,134,835
32,135,453
32,136,791
32,137,520
32,138,707
32,139,225
32,140,240
32,141,832
32,142,654
32,143,402
32,144,190
32,145,136
32,146,805
32,147,87
32,148,597
32,149,486
32,150,735
32,151,696
32,152,871
32,153,145
32,154,430
32,155,467
32,156,644
32,157,70
32,158,520
32,159,463
32,160,742
32,161,988
32,162,99
32,163,269
32,164,492
32,165,934
32,166,585
32,167,718
32,168,261
32,169,737
32,170,657
32,171,890
32,172,860
32,173,191
32,174,543
32,175,828
32,176,484
32,177,497
32,178,464
32,179,102
32,180,517
32,181,515
32,182,452
32,183,860
32,184,406
32,185,447
32,186,464
32,187,430
32,188,299
32,189,870
32,190,263
32,191,117
32,192,653
32,193,552
32,194,430
32,195,230
32,196,407
32,197,376
32,198,124
32,199,264
32,200,574
33,1,163
33,2,802
33,3,352
33,4,261
33,5,20
33,6,782
33,7,427
33,8,92
33,9,288
33,10,486
33,11,450
33,12,717
33,13,656
33,14,163
33,15,596
33,16,282
33,17,690
33,18,244
33,19,218
33,20,425
33,21,523
33,22,549
33,23,237
33,24,305
33,25,532
33,26,79
33,27,469
33,28,504
33,29,666
33,30,364
33,31,166
33,32,422
33,33,0
33,34,493
33,35,586
33,36,452
33,37,284
33,38,305
33,39,377
33,40,544
33,41,574
33,42,248
33,43,164
33,44,539
33,45,351
33,46,622
33,47,153
33,48,352
33,49,478
33,50,183
33,51,234
33,52,689
33,53,39
33,54,462
33,55,332
33,56,359
33,57,47
33,58,298
33,59,373
33,60,726
33,61,493
33,62,238
33,63,520
33,64,495
33,65,165
33,66,332
33,67,443
33,68,211
33,69,214
33,70,293
33,71,358
33,72,634
33,73,474
33,74,526
33,75,535
33,76,573
33,77,421
33,78,365
33,79,449
33,80,474
33,81,486
33,82,214
33,83,711
33,84,662
33,85,572
33,86,358
33,87,345
33,88,432
33,89,641
33,90,125
33,91,535
33,92,549
33,93,315
33,94,482
33,95,480
33,96,419
33,97,559
33,98,451
33,99,344
33,100,192
33,101,576
33,102,388
33,103,268
33,104,72
33,105,703
33,106,293
33,107,397
33,108,643
33,109,552
33,110,340
33,111,301
33,112,91
33,113,647
33,114,476
33,115,529
33,116,350
33,117,232
33,118,762
33,119,471
33,120,644
33,121,377
33,122,371
33,123,541
33,124,648
33,125,737
33,126,339
33,127,662
33,128,355
33,129,523
33,130,680
33,131,697
33,132,384
33,133,489
33,134,549
33,135,412
33,136,664
33,137,429
33,138,310
33,139,442
33,140,590
33,141,514
33,142,233
33,143,191
33,144,592
33,145,496
33,146,739
33,147,504
33,148,184
33,149,334
33,150,347
33,151,277
33,152,465
33,153,564
33,154,449
33,155,47
33,156,249
33,157,395
33,158,340
33,159,187
33,160,539
33,161,566
33,162,335
33,163,249
33,164,460
33,165,513
33,166,168
33,167,297
33,168,590
33,169,526
33,170,289
33,171,468
33,172,488
33,173,252
33,174,596
33,175,640
33,176,709
33,177,164
33,178,664
33,179,368
33,180,107
33,181,418
33,182,758
33,183,462
33,184,337
33,185,207
33,186,614
33,187,671
33,188,493
33,189,468
33,190,637
33,191,519
33,192,277
33,193,377
33,194,319
33,195,559
33,196,174
33,197,137
33,198,332
33,199,400
33,200,584
34,1,655
34,2,604
34,3,147
34,4,312
34,5,482
34,6,642
34,7,467
34,8,423
34,9,313
34,10,820
34,11,250
34,12,997
34,13,568
34,14,655
34,15,967
34,16,737
34,17,448
34,18,717
34,19,634
34,20,642
34,21,683
34,22,894
34,23,729
34,24,663
34,25,394
34,26,491
34,27,39
34,28,847
34,29,750
34,30,460
34,31,614
34,32,241
34,33,493
34,34,0
34,35,287
34,36,854
34,37,480
34,38,668
34,39,843
34,40,995
34,41,569
34,42,495
34,43,489
34,44,769
34,45,814
34,46,697
34,47,534
34,48,842
34,49,150
34,50,493
34,51,585
34,52,678
34,53,460
34,54,119
34,55,761
34,56,851
34,57,452
34,58,337
34,59,122
34,60,1096
34,61,103
34,62,708
34,63,990
34,64,280
34,65,596
34,66,573
34,67,154
34,68,307
34,69,338
34,70,267
34,71,589
34,72,653
34,73,576
34,74,404
34,75,197
34,76,380
34,77,193
34,78,131
34,79,460
34,80,28
34,81,972
34,82,327
34,83,548
34,84,782
34,85,796
34,86,765
34,87,803
34,88,821
34,89,539
34,90,475
34,91,881
34,92,690
34,93,313
34,94,34
34,95,847
34,96,618
34,97,966
34,98,937
34,99,369
34,100,570
34,101,329
34,102,318
34,103,226
34,104,444
34,105,709
34,106,780
34,107,886
34,108,689
34,109,786
34,110,826
34,111,620
34,112,513
34,113,548
34,114,706
34,115,843
34,116,432
34,117,592
34,118,1111
34,119,370
34,120,527
34,121,691
34,122,432
34,123,931
34,124,442
34,125,1079
34,126,683
34,127,660
34,128,441
34,129,661
34,130,1057
34,131,1050
34,132,782
34,133,12
34,134,999
34,135,669
34,136,1005
34,137,366
34,138,803
34,139,465
34,140,458
34,141,982
34,142,708
34,143,558
34,144,373
34,145,128
34,146,1031
34,147,282
34,148,675
34,149,377
34,150,718
34,151,760
34,152,955
34,153,245
34,154,657
34,155,525
34,156,646
34,157,306
34,158,414
34,159,607
34,160,934
34,161,1028
34,162,299
34,163,454
34,164,713
34,165,978
34,166,657
34,167,775
34,168,485
34,169,926
34,170,632
34,171,935
34,172,977
34,173,256
34,174,780
34,175,1027
34,176,719
34,177,487
34,178,703
34,179,329
34,180,555
34,181,723
34,182,668
34,183,954
34,184,610
34,185,406
34,186,705
34,187,665
34,188,539
34,189,960
34,190,462
34,191,189
34,192,765
34,193,433
34,194,625
34,195,457
34,196,556
34,197,384
34,198,197
34,199,496
34,200,806
35,1,739
35,2,317
35,3,297
35,4,523
35,5,568
35,6,360
35,7,313
35,8,555
35,9,302
35,10,725
35,11,528
35,12,847
35,13,306
35,14,728
35,15,878
35,16,744
35,17,161
35,18,830
35,19,632
35,20,518
35,21,517
35,22,795
35,23,808
35,24,841
35,25,162
35,26,622
35,27,319
35,28,753
35,29,533
35,30,701
35,31,744
35,32,164
35,33,586
35,34,287
35,35,0
35,36,800
35,37,417
35,38,623
35,39,848
35,40,1129
35,41,346
35,42,453
35,43,497
35,44,621
35,45,937
35,46,484
35,47,547
35,48,889
35,49,152
35,50,489
35,51,759
35,52,430
35,53,569
35,54,401
35,55,908
35,56,927
35,57,562
35,58,302
35,59,302
35,60,993
35,61,186
35,62,824
35,63,988
35,64,97
35,65,615
35,66,487
35,67,433
35,68,377
35,69,373
35,70,488
35,71,492
35,72,422
35,73,409
35,74,178
35,75,484
35,76,118
35,77,465
35,78,347
35,79,291
35,80,309
35,81,997
35,82,372
35,83,266
35,84,577
35,85,641
35,86,729
35,87,804
35,88,763
35,89,278
35,90,628
35,91,785
35,92,512
35,93,548
35,94,320
35,95,770
35,96,491
35,97,903
35,98,1027
35,99,613
35,100,731
35,101,616
35,102,217
35,103,363
35,104,569
35,105,464
35,106,823
35,107,969
35,108,464
35,109,637
35,110,919
35,111,563
35,112,559
35,113,286
35,114,573
35,115,733
35,116,673
35,117,763
35,118,993
35,119,185
35,120,261
35,121,610
35,122,678
35,123,859
35,124,159
35,125,958
35,126,622
35,127,419
35,128,335
35,129,488
35,130,962
35,131,940
35,132,736
35,133,276
35,134,973
35,135,561
35,136,891
35,137,633
35,138,868
35,139,301
35,140,202
35,141,977
35,142,818
35,143,553
35,144,99
35,145,162
35,146,885
35,147,89
35,148,760
35,149,617
35,150,895
35,151,859
35,152,1032
35,153,42
35,154,524
35,155,630
35,156,805
35,157,205
35,158,653
35,159,616
35,160,864
35,161,1152
35,162,256
35,163,415
35,164,591
35,165,1098
35,166,748
35,167,881
35,168,235
35,169,862
35,170,814
35,171,1054
35,172,1015
35,173,350
35,174,606
35,175,943
35,176,475
35,177,655
35,178,473
35,179,241
35,180,681
35,181,629
35,182,395
35,183,1020
35,184,530
35,185,597
35,186,498
35,187,421
35,188,354
35,189,1030
35,190,186
35,191,102
35,192,811
35,193,681
35,194,559
35,195,218
35,196,560
35,197,534
35,198,273
35,199,361
35,200,649
36,1,389
36,2,854
36,3,709
36,4,706
36,5,446
36,6,790
36,7,497
36,8,541
36,9,548
36,10,132
36,11,887
36,12,329
36,13,674
36,14,361
36,15,149
36,16,189
36,17,818
36,18,469
36,19,238
36,20,308
36,21,378
36,22,138
36,23,374
36,24,659
36,25,664
36,26,519
36,27,845
36,28,121
36,29,512
36,30,811
36,31,506
36,32,670
36,33,452
36,34,854
36,35,800
36,36,0
36,37,390
36,38,187
36,39,173
36,40,663
36,41,564
36,42,364
36,43,369
36,44,296
36,45,528
36,46,503
36,47,333
36,48,299
36,49,770
36,50,362
36,51,628
36,52,620
36,53,489
36,54,867
36,55,590
36,56,393
36,57,495
36,58,530
36,59,738
36,60,276
36,61,808
36,62,477
36,63,231
36,64,708
36,65,289
36,66,313
36,67,859
36,68,553
36,69,517
36,70,729
36,71,311
36,72,565
36,73,437
36,74,649
36,75,956
36,76,721
36,77,847
36,78,752
36,79,524
36,80,845
36,81,296
36,82,529
36,83,768
36,84,472
36,85,313
36,86,95
36,87,158
36,88,38
36,89,678
36,90,568
36,91,127
36,92,406
36,93,763
36,94,857
36,95,72
36,96,332
36,97,113
36,98,479
36,99,796
36,100,586
36,101,1018
36,102,592
36,103,646
36,104,523
36,105,611
36,106,276
36,107,428
36,108,542
36,109,294
36,110,436
36,111,241
36,112,377
36,113,679
36,114,286
36,115,172
36,116,800
36,117,620
36,118,317
36,119,619
36,120,693
36,121,194
36,122,821
36,123,89
36,124,767
36,125,296
36,126,179
36,127,598
36,128,465
36,129,404
36,130,229
36,131,253
36,132,73
36,133,846
36,134,182
36,135,259
36,136,230
36,137,880
36,138,345
36,139,513
36,140,680
36,141,218
36,142,460
36,143,301
36,144,748
36,145,798
36,146,335
36,147,714
36,148,388
36,149,786
36,150,673
36,151,437
36,152,446
36,153,802
36,154,316
36,155,461
36,156,595
36,157,606
36,158,791
36,159,269
36,160,87
36,161,649
36,162,576
36,163,405
36,164,256
36,165,605
36,166,404
36,167,462
36,168,658
36,169,75
36,170,662
36,171,573
36,172,335
36,173,604
36,174,371
36,175,188
36,176,609
36,177,601
36,178,558
36,179,570
36,180,498
36,181,188
36,182,732
36,183,410
36,184,271
36,185,658
36,186,482
36,187,607
36,188,495
36,189,427
36,190,737
36,191,787
36,192,285
36,193,827
36,194,242
36,195,645
36,196,307
36,197,583
36,198,658
36,199,447
36,200,318
37,1,385
37,2,548
37,3,345
37,4,432
37,5,265
37,6,513
37,7,155
37,8,323
37,9,167
37,10,341
37,11,576
37,12,528
37,13,385
37,14,365
37,15,490
37,16,333
37,17,467
37,18,493
37,19,223
37,20,178
37,21,256
37,22,415
37,23,440
37,24,589
37,25,302
37,26,357
37,27,478
37,28,368
37,29,387
37,30,596
37,31,443
37,32,280
37,33,284
37,34,480
37,35,417
37,36,390
37,37,0
37,38,207
37,39,434
37,40,787
37,41,293
37,42,44
37,43,125
37,44,309
37,45,597
37,46,341
37,47,162
37,48,490
37,49,381
37,50,107
37,51,517
37,52,406
37,53,296
37,54,518
37,55,602
37,56,546
37,57,295
37,58,144
37,59,374
37,60,617
37,61,421
37,62,491
37,63,572
37,64,321
37,65,222
37,66,94
37,67,520
37,68,214
37,69,168
37,70,433
37,71,114
37,72,350
37,73,191
37,74,290
37,75,615
37,76,355
37,77,521
37,78,400
37,79,181
37,80,476
37,81,586
37,82,183
37,83,455
37,84,391
37,85,340
37,86,313
37,87,390
37,88,354
37,89,375
37,90,393
37,91,402
37,92,278
37,93,487
37,94,489
37,95,372
37,96,160
37,97,498
37,98,651
37,99,543
37,100,475
37,101,706
37,102,203
37,103,304
37,104,320
37,105,419
37,106,426
37,107,590
37,108,360
37,109,325
37,110,551
37,111,150
37,112,208
37,113,380
37,114,242
37,115,364
37,116,574
37,117,516
37,118,632
37,119,246
37,120,382
37,121,212
37,122,591
37,123,459
37,124,417
37,125,599
37,126,211
37,127,378
37,128,91
37,129,249
37,130,579
37,131,571
37,132,322
37,133,471
37,134,557
37,135,193
37,136,526
37,137,611
37,138,483
37,139,172
37,140,341
37,141,561
37,142,480
37,143,151
37,144,381
37,145,410
37,146,559
37,147,329
37,148,403
37,149,537
37,150,630
37,151,504
37,152,646
37,153,414
37,154,199
37,155,328
37,156,532
37,157,216
37,158,558
37,159,215
37,160,462
37,161,798
37,162,188
37,163,40
37,164,241
37,165,745
37,166,399
37,167,531
37,168,332
37,169,457
37,170,572
37,171,701
37,172,607
37,173,256
37,174,345
37,175,552
37,176,424
37,177,433
37,178,381
37,179,181
37,180,389
37,181,244
37,182,481
37,183,627
37,184,130
37,185,436
37,186,334
37,187,388
37,188,210
37,189,640
37,190,396
37,191,397
37,192,417
37,193,597
37,194,150
37,195,307
37,196,164
37,197,341
37,198,285
37,199,118
37,200,352
38,1,307
38,2,716
38,3,524
38,4,541
38,5,294
38,6,664
38,7,333
38,8,386
38,9,361
38,10,182
38,11,715
38,12,412
38,13,539
38,14,279
38,15,308
38,16,159
38,17,658
38,18,412
38,19,97
38,20,188
38,21,286
38,22,249
38,23,330
38,24,569
38,25,497
38,26,381
38,27,659
38,28,202
38,29,439
38,30,668
38,31,409
38,32,486
38,33,305
38,34,668
38,35,623
38,36,187
38,37,207
38,38,0
38,39,242
38,40,672
38,41,431
38,42,177
38,43,188
38,44,258
38,45,500
38,46,412
38,47,161
38,48,328
38,49,584
38,50,179
38,51,518
38,52,515
38,53,338
38,54,685
38,55,535
38,56,405
38,57,342
38,58,344
38,59,552
38,60,440
38,61,621
38,62,416
38,63,369
38,64,528
38,65,146
38,66,145
38,67,679
38,68,370
38,69,331
38,70,559
38,71,154
38,72,456
38,73,302
38,74,483
38,75,776
38,76,553
38,77,670
38,78,569
38,79,361
38,80,660
38,81,397
38,82,344
38,83,625
38,84,417
38,85,289
38,86,106
38,87,199
38,88,154
38,89,537
38,90,430
38,91,234
38,92,317
38,93,599
38,94,672
38,95,187
38,96,201
38,97,299
38,98,508
38,99,639
38,100,474
38,101,847
38,102,410
38,103,463
38,104,371
38,105,515
38,106,272
38,107,447
38,108,446
38,109,268
38,110,428
38,111,61
38,112,218
38,113,540
38,114,208
38,115,224
38,116,653
38,117,512
38,118,468
38,119,447
38,120,549
38,121,83
38,122,673
38,123,265
38,124,607
38,125,440
38,126,37
38,127,489
38,128,290
38,129,302
38,130,397
38,131,403
38,132,116
38,133,660
38,134,350
38,135,148
38,136,365
38,137,720
38,138,342
38,139,350
38,140,524
38,141,358
38,142,400
38,143,124
38,144,580
38,145,612
38,146,434
38,147,535
38,148,316
38,149,630
38,150,596
38,151,401
38,152,491
38,153,621
38,154,207
38,155,328
38,156,504
38,157,423
38,158,641
38,159,123
38,160,267
38,161,672
38,162,391
38,163,219
38,164,183
38,165,620
38,166,324
38,167,429
38,168,506
38,169,259
38,170,564
38,171,580
38,172,424
38,173,420
38,174,329
38,175,363
38,176,516
38,177,467
38,178,465
38,179,388
38,180,379
38,181,121
38,182,615
38,183,465
38,184,109
38,185,508
38,186,396
38,187,499
38,188,352
38,189,479
38,190,581
38,191,603
38,192,270
38,193,679
38,194,72
38,195,488
38,196,136
38,197,423
38,198,471
38,199,284
38,200,300
39,1,263
39,2,957
39,3,696
39,4,638
39,5,379
39,6,904
39,7,573
39,8,468
39,9,562
39,10,295
39,11,827
39,12,501
39,13,780
39,14,241
39,15,305
39,16,107
39,17,896
39,18,318
39,19,218
39,20,420
39,21,509
39,22,310
39,23,225
39,24,518
39,25,733
39,26,427
39,27,827
39,28,291
39,29,656
39,30,709
39,31,379
39,32,699
39,33,377
39,34,843
39,35,848
39,36,173
39,37,434
39,38,242
39,39,0
39,40,491
39,41,671
39,42,396
39,43,362
39,44,447
39,45,362
39,46,638
39,47,313
39,48,126
39,49,787
39,50,364
39,51,501
39,52,748
39,53,417
39,54,832
39,55,432
39,56,222
39,57,424
39,58,553
39,59,722
39,60,412
39,61,817
39,62,328
39,63,147
39,64,752
39,65,248
39,66,386
39,67,817
39,68,537
39,69,511
39,70,670
39,71,396
39,72,690
39,73,542
39,74,721
39,75,911
39,76,788
39,77,798
39,78,726
39,79,601
39,80,829
39,81,155
39,82,520
39,83,866
39,84,623
39,85,470
39,86,152
39,87,44
39,88,190
39,89,778
39,90,473
39,91,300
39,92,540
39,93,691
39,94,840
39,95,243
39,96,438
39,97,230
39,98,307
39,99,711
39,100,465
39,101,952
39,102,632
39,103,620
39,104,447
39,105,744
39,106,119
39,107,255
39,108,674
39,109,449
39,110,266
39,111,302
39,112,331
39,113,781
39,114,420
39,115,340
39,116,703
39,117,492
39,118,464
39,119,680
39,120,790
39,121,299
39,122,724
39,123,241
39,124,846
39,125,450
39,126,261
39,127,723
39,128,523
39,129,530
39,130,365
39,131,406
39,132,167
39,133,837
39,134,174
39,135,373
39,136,393
39,137,797
39,138,178
39,139,590
39,140,764
39,141,139
39,142,311
39,143,298
39,144,814
39,145,812
39,146,505
39,147,760
39,148,254
39,149,699
39,150,523
39,151,278
39,152,276
39,153,841
39,154,435
39,155,369
39,156,457
39,157,644
39,158,697
39,159,239
39,160,233
39,161,477
39,162,601
39,163,433
39,164,390
39,165,432
39,166,275
39,167,300
39,168,748
39,169,217
39,170,527
39,171,400
39,172,184
39,173,588
39,174,524
39,175,320
39,176,744
39,177,499
39,178,692
39,179,608
39,180,388
39,181,316
39,182,853
39,183,242
39,184,350
39,185,572
39,186,619
39,187,732
39,188,593
39,189,259
39,190,821
39,191,814
39,192,132
39,193,730
39,194,314
39,195,728
39,196,294
39,197,514
39,198,656
39,199,524
39,200,477
40,1,403
40,2,1333
40,3,873
40,4,691
40,5,562
40,6,1301
40,7,942
40,8,583
40,9,832
40,10,782
40,11,849
40,12,991
40,13,1173
40,14,423
40,15,787
40,16,519
40,17,1231
40,18,301
40,19,590
40,20,858
40,21,958
40,22,801
40,23,350
40,24,353
40,25,1070
40,26,513
40,27,964
40,28,780
40,29,1111
40,30,626
40,31,388
40,32,965
40,33,544
40,34,995
40,35,1129
40,36,663
40,37,787
40,38,672
40,39,491
40,40,0
40,41,1076
40,42,744
40,43,667
40,44,920
40,45,194
40,46,1082
40,47,625
40,48,366
40,49,1013
40,50,682
40,51,419
40,52,1176
40,53,562
40,54,926
40,55,235
40,56,273
40,57,568
40,58,840
40,59,887
40,60,872
40,61,1021
40,62,306
40,63,506
40,64,1039
40,65,571
40,66,789
40,67,894
40,68,753
40,69,758
40,70,738
40,71,809
40,72,1118
40,73,955
40,74,1062
40,75,961
40,76,1114
40,77,858
40,78,864
40,79,968
40,80,971
40,81,409
40,82,758
40,83,1240
40,84,1088
40,85,947
40,86,624
40,87,512
40,88,678
40,89,1162
40,90,521
40,91,791
40,92,989
40,93,714
40,94,975
40,95,733
40,96,866
40,97,701
40,98,187
40,99,688
40,100,426
40,101,933
40,102,930
40,103,789
40,104,565
40,105,1181
40,106,404
40,107,236
40,108,1113
40,109,925
40,110,244
40,111,716
40,112,587
40,113,1167
40,114,879
40,115,829
40,116,640
40,117,410
40,118,930
40,119,1009
40,120,1168
40,121,751
40,122,656
40,123,724
40,124,1187
40,125,924
40,126,705
40,127,1149
40,128,874
40,129,972
40,130,829
40,131,880
40,132,647
40,133,995
40,134,589
40,135,820
40,136,875
40,137,756
40,138,332
40,139,959
40,140,1122
40,141,513
40,142,313
40,143,641
40,144,1134
40,145,1028
40,146,992
40,147,1048
40,148,385
40,149,675
40,150,305
40,151,283
40,152,229
40,153,1106
40,154,878
40,155,499
40,156,352
40,157,938
40,158,649
40,159,584
40,160,716
40,161,50
40,162,879
40,163,764
40,164,851
40,165,60
40,166,390
40,167,257
40,168,1117
40,169,700
40,170,384
40,171,92
40,172,369
40,173,787
40,174,995
40,175,785
40,176,1184
40,177,509
40,178,1133
40,179,909
40,180,451
40,181,780
40,182,1265
40,183,269
40,184,768
40,185,595
40,186,1066
40,187,1159
40,188,992
40,189,253
40,190,1173
40,191,1058
40,192,404
40,193,660
40,194,734
40,195,1089
40,196,626
40,197,615
40,198,867
40,199,904
40,200,955
41,1,676
41,2,291
41,3,489
41,4,663
41,5,554
41,6,232
41,7,150
41,8,597
41,9,344
41,10,453
41,11,756
41,12,518
41,13,110
41,14,654
41,15,596
41,16,588
41,17,283
41,18,785
41,19,491
41,20,256
41,21,202
41,22,512
41,23,726
41,24,877
41,25,187
41,26,642
41,27,587
41,28,480
41,29,187
41,30,844
41,31,735
41,32,331
41,33,574
41,34,569
41,35,346
41,36,564
41,37,293
41,38,431
41,39,671
41,40,1076
41,41,0
41,42,335
41,43,418
41,44,310
41,45,888
41,46,138
41,47,453
41,48,755
41,49,423
41,50,401
41,51,803
41,52,122
41,53,580
41,54,656
41,55,895
41,56,823
41,57,577
41,58,317
41,59,513
41,60,692
41,61,473
41,62,784
41,63,786
41,64,297
41,65,505
41,66,292
41,67,674
41,68,440
41,69,402
41,70,648
41,71,277
41,72,84
41,73,130
41,74,173
41,75,754
41,76,230
41,77,692
41,78,555
41,79,135
41,80,580
41,81,826
41,82,413
41,83,206
41,84,231
41,85,320
41,86,524
41,87,629
41,88,526
41,89,117
41,90,673
41,91,506
41,92,185
41,93,711
41,94,594
41,95,512
41,96,235
41,97,645
41,98,928
41,99,774
41,100,763
41,101,873
41,102,269
41,103,499
41,104,600
41,105,146
41,106,695
41,107,867
41,108,120
41,109,323
41,110,835
41,111,374
41,112,501
41,113,116
41,114,284
41,115,444
41,116,819
41,117,802
41,118,680
41,119,199
41,120,134
41,121,377
41,122,832
41,123,596
41,124,235
41,125,645
41,126,411
41,127,97
41,128,221
41,129,171
41,130,670
41,131,635
41,132,518
41,133,558
41,134,746
41,135,306
41,136,587
41,137,826
41,138,759
41,139,138
41,140,152
41,141,774
41,142,772
41,143,434
41,144,254
41,145,450
41,146,557
41,147,297
41,148,693
41,149,772
41,150,921
41,151,793
41,152,917
41,153,373
41,154,248
41,155,619
41,156,823
41,157,276
41,158,800
41,159,493
41,160,604
41,161,1083
41,162,317
41,163,325
41,164,312
41,165,1030
41,166,691
41,167,820
41,168,119
41,169,607
41,170,859
41,171,987
41,172,855
41,173,455
41,174,274
41,175,661
41,176,156
41,177,711
41,178,134
41,179,271
41,180,680
41,181,375
41,182,189
41,183,893
41,184,322
41,185,695
41,186,153
41,187,105
41,188,84
41,189,907
41,190,199
41,191,401
41,192,689
41,193,837
41,194,360
41,195,129
41,196,450
41,197,604
41,198,429
41,199,175
41,200,326
42,1,342
42,2,592
42,3,354
42,4,417
42,5,229
42,6,557
42,7,199
42,8,295
42,9,184
42,10,328
42,11,571
42,12,529
42,13,429
42,14,321
42,15,473
42,16,293
42,17,509
42,18,450
42,19,182
42,20,191
42,21,280
42,22,402
42,23,396
42,24,552
42,25,344
42,26,323
42,27,489
42,28,354
42,29,418
42,30,574
42,31,403
42,32,310
42,33,248
42,34,495
42,35,453
42,36,364
42,37,44
42,38,177
42,39,396
42,40,744
42,41,335
42,42,0
42,43,85
42,44,319
42,45,554
42,46,374
42,47,119
42,48,448
42,49,406
42,50,66
42,51,482
42,52,445
42,53,263
42,54,523
42,55,560
42,56,502
42,57,263
42,58,166
42,59,383
42,60,603
42,61,444
42,62,449
42,63,536
42,64,357
42,65,178
42,66,97
42,67,522
42,68,211
42,69,167
42,70,423
42,71,122
42,72,389
42,73,227
42,74,333
42,75,619
42,76,396
42,77,520
42,78,405
42,79,225
42,80,489
42,81,546
42,82,181
42,83,499
42,84,418
42,85,351
42,86,282
42,87,351
42,88,329
42,89,419
42,90,362
42,91,389
42,92,304
42,93,474
42,94,501
42,95,353
42,96,179
42,97,474
42,98,607
42,99,526
42,100,440
42,101,703
42,102,237
42,103,304
42,104,290
42,105,457
42,106,383
42,107,546
42,108,396
42,109,334
42,110,507
42,111,126
42,112,168
42,113,424
42,114,251
42,115,357
42,116,554
42,117,480
42,118,621
42,119,287
42,120,426
42,121,198
42,122,571
42,123,437
42,124,460
42,125,590
42,126,188
42,127,418
42,128,135
42,129,277
42,130,563
42,131,559
42,132,294
42,133,486
42,134,525
42,135,195
42,136,515
42,137,598
42,138,439
42,139,216
42,140,385
42,141,525
42,142,437
42,143,107
42,144,422
42,145,434
42,146,559
42,147,364
42,148,359
42,149,519
42,150,592
42,151,460
42,152,602
42,153,448
42,154,214
42,155,290
42,156,493
42,157,250
42,158,538
42,159,172
42,160,440
42,161,754
42,162,213
42,163,41
42,164,245
42,165,701
42,166,356
42,167,487
42,168,376
42,169,434
42,170,537
42,171,657
42,172,566
42,173,257
42,174,363
42,175,533
42,176,462
42,177,402
42,178,417
42,179,214
42,180,352
42,181,234
42,182,524
42,183,584
42,184,123
42,185,412
42,186,366
42,187,427
42,188,251
42,189,596
42,190,440
42,191,426
42,192,374
42,193,577
42,194,131
42,195,350
42,196,120
42,197,318
42,198,298
42,199,161
42,200,363
43,1,264
43,2,666
43,3,343
43,4,359
43,5,146
43,6,636
43,7,277
43,8,219
43,9,201
43,10,363
43,11,528
43,12,582
43,13,508
43,14,245
43,15,496
43,16,255
43,17,572
43,18,370
43,19,146
43,20,265
43,21,360
43,22,434
43,23,323
43,24,467
43,25,407
43,26,240
43,27,477
43,28,387
43,29,502
43,30,503
43,31,318
43,32,341
43,33,164
43,34,489
43,35,497
43,36,369
43,37,125
43,38,188
43,39,362
43,40,667
43,41,418
43,42,85
43,43,0
43,44,386
43,45,475
43,46,459
43,47,50
43,48,392
43,49,425
43,50,19
43,51,398
43,52,530
43,53,182
43,54,498
43,55,477
43,56,436
43,57,183
43,58,195
43,59,370
43,60,628
43,61,456
43,62,368
43,63,508
43,64,400
43,65,119
43,66,170
43,67,491
43,68,184
43,69,152
43,70,373
43,71,197
43,72,474
43,73,312
43,74,398
43,75,588
43,76,456
43,77,482
43,78,383
43,79,302
43,80,479
43,81,504
43,82,162
43,83,573
43,84,499
43,85,419
43,86,277
43,87,319
43,88,339
43,89,496
43,90,281
43,91,420
43,92,386
43,93,417
43,94,490
43,95,375
43,96,257
43,97,482
43,98,539
43,99,463
43,100,355
43,101,660
43,102,281
43,103,277
43,104,211
43,105,542
43,106,327
43,107,479
43,108,481
43,109,400
43,110,436
43,111,159
43,112,83
43,113,502
43,114,320
43,115,400
43,116,485
43,117,396
43,118,654
43,119,348
43,120,502
43,121,239
43,122,503
43,123,452
43,124,525
43,125,625
43,126,213
43,127,502
43,128,207
43,129,360
43,130,585
43,131,590
43,132,296
43,133,482
43,134,511
43,135,258
43,136,550
43,137,540
43,138,375
43,139,293
43,140,456
43,141,498
43,142,357
43,143,69
43,144,479
43,145,450
43,146,608
43,147,409
43,148,282
43,149,455
43,150,507
43,151,384
43,152,539
43,153,485
43,154,289
